# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT IN SOURCE	TOKENS	FORM	VARIANTS	COMMENT	SOURCE	COGID	UNCERTAIN COGNACY	PARAGRAPH	ENTRY IN SOURCE	ALIGNMENT
4738	Kaxarari	arrow		p i j a	piˈja			Lanes2005	331		§328	Kax piˈya [piˈja] ‘flecha’ (LANES;; 2005)	p i j a -
4739	Yaminawa	arrow		p i a	pia				331		§328	Yam pia, piã ‘flecha’	p i - a -
4740	Yaminawa	arrow		p i ã	piã				331		§328	Yam pia, piã ‘flecha’	p i - ã -
4741	Chaninawa	arrow		p i a	pia				331		§328	Chan pia	p i - a -
4742	Sharanawa	arrow		p i a	pia				331		§328	Shar pia, pian ‘flecha’	p i - a -
4743	Sharanawa	arrow		p i a n	pian				331		§328	Shar pia, pian ‘flecha’	p i - a n
4744	Shanenawa	arrow		p i a	pia				331		§328	Shan pia ‘flecha’	p i - a -
4745	Katukina	arrow		p i a	pia				331		§328	Kat pia ‘flecha’	p i - a -
4746	Amawaka	arrow		p i j a	piya_I				331		§328	A piya I	p i j a -
4747	Kaxinawa	arrow		p i a	pia				331		§328	Kn pia ‘flecha’, **haʃi ‘lanza;;  arpón;;  lanza’	p i - a -
4748	Kaxinawa	arrow		h a ʃ i	haʃi				331	1	§328	Kn pia ‘flecha’, **haʃi ‘lanza;;  arpón;;  lanza’	h a ʃ i -
4749	Marinawa	arrow		p i a	pia		también káɸiti		331		§328	M pia (también káɸiti)	p i - a -
4750	Yawanawa	arrow		p i a	pia				331		§328	Yaw pia ‘flecha’	p i - a -
4753	Mayoruna	arrow		p i a	pia				331		§328	My pia ‘caña cultivada por los Matsés utilizada para harcer flechas’	p i - a -
6488	Marubo	arrow		t a w a	ˈtawa			Anonby2010	454		§451	Mar ˈtawa ‘flecha’ (ANONBY; HOLBROOK;; 2010)	- - - - t a w a -
#
3239	Proto-Panoan	ascend		m a p ɨ	mapɨ-			Oliveira2014	222		§218	*mapɨ- ‘subir (um morro)’ :	m a p - - - - ɨ
3240	Kakataibo	ascend		m á/a p ɨ r a k ɨ́/ɨ	mápɨrakɨ́-				222		§218	Ksh mápɨrakɨ́- ‘subir un cerro’	m á/a p ɨ r a k ɨ́/ɨ
3242	Kapanawa	ascend		m a p ɨ́	mapɨ́				222		§218	Kp mapɨ́	m a p - - - - ɨ́
3243	Chakobo	ascend		m a p ɨ	mapɨ				222		§218	Ch mapɨ ‘destapar;; abrir;; destapar la cabeza’	m a p - - - - ɨ
3244	Yaminawa	ascend		m a p ɨ	mapɨ				222		§218	Yam mapɨ, mapɨ̃ ‘subir’ (FAUST; LOOS;; 2002)	m a p - - - - ɨ
3246	Amawaka	ascend		m a p ɨ	mapɨ-		II		222		§218	A mapɨ- II	m a p - - - - ɨ
3247	Kaxinawa	ascend		m a p ɨ	mapɨ-				222		§218	Kn mapɨ-	m a p - - - - ɨ
3248	Marinawa	ascend		m á/a p ɨ	mápɨ-				222		§218	M mápɨ-	m á/a p - - - - ɨ
#
2947	Proto-Panoan	ash, gray		k o ɽ o	koɽo			Oliveira2014	201		§198	*koɽo ‘cinza;;  acinzentado’ :	- - - - - k o ɽ - - - - o
2948	Kakataibo	ash, gray		kʷ e ẽ k o r o	kweẽkoro				201		§198	Ksh kweẽkoro, nɨtɨ koro ‘neblina’, korokɨ ‘moho’	- - - - - kʷ e - ẽ k o r o
2949	Kakataibo	ash, gray		n ɨ t ɨ + k o r o	nɨtɨ_koro				201		§198	Ksh kweẽkoro, nɨtɨ koro ‘neblina’, korokɨ ‘moho’	n ɨ t ɨ + k o r - - - - o
2950	Kakataibo	ash, gray		k o r o k ɨ	korokɨ				201		§198	Ksh kweẽkoro, nɨtɨ koro ‘neblina’, korokɨ ‘moho’	- - - - - k o r o k - - ɨ
2951	ShipiboKonibo	ash, gray		k o r o	koro				201		§198	SK koro ‘color ceniciento;; arcilla;;  moho’	- - - - - k o r - - - - o
2952	Kapanawa	ash, gray		k o r o	koro				201		§198	Kp koro ‘gris;;  color de ceniza’	- - - - - k o r - - - - o
2953	Marubo	ash, gray		k o r o	koro				201		§198	Mar koro ‘cinza’	- - - - - k o r - - - - o
2954	Chakobo	ash, gray		k o r o	koro				201		§198	Ch koro ‘neblina’	- - - - - k o r - - - - o
2955	Katukina	ash, gray		k u r u	kuru				201		§198	Kat kuru ‘roxo’	- - - - - k u r - - - - u
2956	Amawaka	ash, gray		k o r o	koro		II		201		§198	A koro II ‘gris’	- - - - - k o r - - - - o
2957	Kaxinawa	ash, gray		k u d u	kudu				201		§198	Kn kudu ‘gris;; sin pintura o color;; llegar a ser o ponerse gris;; mohoso’	- - - - - k u d - - - - u
2958	Marinawa	ash, gray		k ó/o r ó/o	kóró				201		§198	M kóró	- - - - - k ó/o r - - - - ó/o
2960	Matis	ash, gray		k u ɾ u	kuɾu				201		§198	Mt kudu [kuɾu] ‘marrom;; pardo;; seco’	- - - - - k u ɾ - - - - u
2961	Mayoruna	ash, gray		k u ɾ u	kuˈɾu				201		§198	My kudu [kuˈɾu] ‘gris’	- - - - - k u ɾ - - - - u
3287	Kaxarari	ash, gray		m a p u ʔ u	mapuˈʔu			Valenzuela2012	225		§221	Kax mapuʔu [mapuˈʔu] ‘cinza’ (VALENZUELA; OLIVEIRA;; 2012)	m a p u ʔ - - u -
#
3370	Proto-Panoan	atop		m a ʂ k a t	maʂka[t]			Oliveira2014	232		§228	*maʂka[t] ‘encima;;  cume’ :	- - - - - - - - - - m a ʂ k a t - - - -
3372	ShipiboKonibo	atop		m a ʂ k á/a	maʂká				232		§228	SK maʂká ‘el punto más alto;; como el pico de uma montaña;; caballete del techo de uma casa’	- - - - - - - - - - m a ʂ k - - á/a - - -
3373	Kapanawa	atop		m a ʃ	maʃ-				232	1	§228	Kp **maʃ- ‘encima de;; de la cabeza’	- - - - - - - - - - m a ʃ - - - - - - -
3374	Chakobo	atop		m a ʂ k á/a tʃ a	maʂkátʃa				232		§228	Ch maʂkátʃa	- - - - - - - - - - m a ʂ k á/a tʃ a - - -
3375	Sharanawa	atop		m a ʂ k a n a n	maʂkanan				232		§228	Shar maʂkanan, maʂkananun ‘encima’	- - - - - - - - - - m a ʂ k a n a - - n
3376	Sharanawa	atop		m a ʂ k a n a n u n	maʂkananun				232		§228	Shar maʂkanan, maʂkananun ‘encima’	- - - - - - - - - - m a ʂ k a n a n u n
3377	Amawaka	atop		m á/a x k a a	máxkaa			Hyde1980	232		§228	A máxkaa ‘al lado de;; encima de’ (HYDE;; 1980), maxka ‘a un nível alto;; pero colidando con algo’	- - - - - - - - - - m á/a x k a - a - - -
3378	Amawaka	atop		m a x k a	maxka				232		§228	A máxkaa ‘al lado de;; encima de’ (HYDE;; 1980), maxka ‘a un nível alto;; pero colidando con algo’	- - - - - - - - - - m a x k - - a - - -
3379	Kaxinawa	atop		m a ʂ k a	maʂka				232		§228	Kn maʂka ‘cima;; pico;; punto más alto’	- - - - - - - - - - m a ʂ k - - a - - -
3380	Mayoruna	atop		m a ʂ k a d	maʂˈkad				232		§228	My maʂkad [maʂˈkad] ‘isla temporal, tierra firme (altura) plana’	- - - - - - - - - - m a ʂ k a d - - - -
3381	Mayoruna	atop		t i e r r a + f i r m e	tierra_firme		altura) plana’		232		§228	My maʂkad [maʂˈkad] ‘isla temporal, tierra firme (altura) plana’	t i e r r a + f i r m e - - - - - - - -
#
5399	Proto-Panoan	axe		ɽ o ɨ	ɽoɨ			Oliveira2014	376		§373	*ɽoɨ ‘machado’ :	ɽ o - ɨ
5400	Kakataibo	axe		r o ɨ	roɨ				376		§373	Ksh roɨ ‘hacha de piedra’	r o - ɨ
5401	ShipiboKonibo	axe		r o ɨ	roɨ				376		§373	SK roɨ	r o - ɨ
5402	Kapanawa	axe		r o w ɨ	rowɨ				376		§373	Kp rowɨ	r o w ɨ
5403	Marubo	axe		r u ɨ	ˈruɨ			Anonby2010	376		§373	Mar ˈruɨ ‘machado’ (ANONBY; HOLBROOK;; 2010)	r u - ɨ
5404	Shanenawa	axe		ɾ u ɨ	ɾuɨ				376		§373	Shan ɾuɨ ‘machado’	ɾ u - ɨ
5405	Katukina	axe		ɾ u i	ɾui				376		§373	Kat ɾui ‘machado’	ɾ u - i
5407	Amawaka	axe		r o w ɨ	rowɨ_I				376		§373	A rowɨ I	r o w ɨ
5408	Kaxinawa	axe		d u ɨ	duɨ				376		§373	Kn duɨ ‘hacha’	d u - ɨ
5409	Marinawa	axe		r o w ɨ	rowɨ				376		§373	M rowɨ	r o w ɨ
5410	Yawanawa	axe		r u ɨ	ruˈɨ			Cabral2010	376		§373	Yaw ɾuɨ [ruˈɨ] (CABRAL; OLIVEIRA;; 2010)	r u - ɨ
5411	Matis	axe		d u ɨ	duɨ				376		§373	Mt duɨ ‘faca’	d u - ɨ
5412	Mayoruna	axe		d u ɨ	duɨ				376		§373	My duɨ ‘hacha (palabra antigua)’	d u - ɨ
7056	Proto-Panoan	axe		j a m i	yami			Oliveira2014	499		§495	*yami ‘machado’ :	j a - m i - - - -
7057	ShipiboKonibo	axe		j a m i	yami				499		§495	SK yami	j a - m i - - - -
7058	Kapanawa	axe		j a m i	yami				499		§495	Kp yami	j a - m i - - - -
7059	Yaminawa	axe		j a m i	yami			Faust2002	499		§495	Yam yami ‘hacha’ (FAUST; LOOS;; 2002)	j a - m i - - - -
7060	Chaninawa	axe		j a m i	yami				499		§495	Chan yami, yabi ‘hacha de metal’	j a - m i - - - -
7061	Chaninawa	axe		j a b i	yabi				499		§495	Chan yami, yabi ‘hacha de metal’	j a - b i - - - -
7062	Sharanawa	axe		j a m i	yami				499		§495	Shar yami, yamin ‘hacha’	j a - m i - - - -
7063	Sharanawa	axe		j a m i n	yamin				499		§495	Shar yami, yamin ‘hacha’	j a - m i n - - -
7064	Poyanawa	axe		i a m ĩ b a p u	iamĩbapu		 (prov. iamĩ + bapu		499		§495	Poy iamĩbapu ‘panela dos brancos’ (prov. iamĩ + bapu)	- i a m ĩ b a p u
7065	Amawaka	axe		j a m i	yami_I				499		§495	A yami I ‘cuchillo grande;; machete;; metal’	j a - m i - - - -
7066	Kaxinawa	axe		j a m i	yami				499		§495	Kn yami ‘hacha;; hierro’	j a - m i - - - -
7067	Marinawa	axe		j a m i	yami				499		§495	M yami ‘hacha;; hacha pequeña’	j a - m i - - - -
#
2379	Proto-Panoan	back		k a ʔ t ɨ	kaʔtɨ			Oliveira2014	163		§160	*kaʔtɨ ‘costas’ :	k a ʔ t ɨ - - -
2380	Kapanawa	back		k a ʔ t ɨ	kaʔtɨ				163		§160	Kp kaʔtɨ	k a ʔ t ɨ - - -
2381	Chakobo	back		k a t ɨ	katɨ				163		§160	Ch katɨ	k a - t ɨ - - -
2382	Kaxarari	back		k a t a p u	ˈkatapu		 (PICKERING,  s.d.		163		§160	Kax ˈkatapu ‘costas’ (PICKERING;;  s.d.)	k a - t a p u -
2383	Yaminawa	back		k a t i	kati				163		§160	Yam kati ‘espalda (parte inferior)’	k a - t i - - -
2384	Chaninawa	back		k a t o	kato				163		§160	Chan kato, katɨ ‘riñon’	k a - t o - - -
2385	Chaninawa	back		k a t ɨ	katɨ				163		§160	Chan kato, katɨ ‘riñon’	k a - t ɨ - - -
2386	Sharanawa	back		k a t ɨ	katɨ				163		§160	Shar katɨ, katɨn ‘espalda’	k a - t ɨ - - -
2387	Sharanawa	back		k a t ɨ n	katɨn				163		§160	Shar katɨ, katɨn ‘espalda’	k a - t ɨ n - -
2388	Poyanawa	back		k a t ɨ h a w	katɨhaw		 (katɨ <<costas>> + haw <<osso>>		163		§160	Poy katɨhaw ‘coluna vertebral’ (katɨ <<costas>> + haw <<osso>>)	k a - t ɨ h a w
2389	Amawaka	back		k a t ɨ́	katɨ́				163		§160	A katɨ́	k a - t ɨ́ - - -
2390	Kaxinawa	back		k a t ɨ	katɨ				163		§160	Kn katɨ	k a - t ɨ - - -
2391	Marinawa	back		k a t ɨ	katɨ				163		§160	M katɨ	k a - t ɨ - - -
2392	Matis	back		k a ʂ u k u	kaʂuku				163		§160	Mt kaʂuku	k a - ʂ u k u -
2636	Kakataibo	back		k a + ʂ o	ka-ʂo				178		§175	Ksh ka-ʂo ‘espalda’	k a + - - - ʂ o - - - - -
2647	Kaxinawa	back		k a t ɨ	katɨ			Montag1981c	178		§175	Kn ka-ʂaʂu, katɨ ‘espalda’ (MONTAG;; 1981)	- - - - - - k a t - - - ɨ
2649	Matis	back		k a + ʂ u k u	ka-ʂuku				178		§175	Mt ka-ʂuku ‘costas’, ʂuku ‘músculos’	k a + - - - - - ʂ u k - u
#
2635	Proto-Panoan	back (body-part prefix)		k a	ka-			Oliveira2014	178		§175	*ka- ‘costas (prefixo parte do corpo)’ :	- - - - - - k a - - - - -
2637	ShipiboKonibo	back (body-part prefix)		k a + ʂ o	ka-ʂo				178		§175	SK ka-ʂo, kaʂaʂão ‘columna vertebral’	k a + - - - ʂ o - - - - -
2638	ShipiboKonibo	back (body-part prefix)		k a ʂ a ʂ ã o	kaʂaʂão				178		§175	SK ka-ʂo, kaʂaʂão ‘columna vertebral’	- - - - - - k a ʂ a ʂ ã o
2639	Marubo	back (body-part prefix)		k a ʃ o	kaʃo			Cesarino2008	178		§175	Mar kaʃo ‘coluna’ (CESARINO;; 2008)	- - - - - - k a ʃ - - - o
2640	Chakobo	back (body-part prefix)		k a + ʂ o	ˈka-ʂo				178		§175	Ch ˈka-ʂo ‘la cadera’	k a + - - - ʂ o - - - - -
2641	Poyanawa	back (body-part prefix)		k a h k u	kahku				178		§175	Poy kahku ‘rim’	- - - - - - k a h - k - u
2642	Kaxarari	back (body-part prefix)		k a ʃ a h o	kaʃaˈho			Valenzuela2012	178		§175	Kax kaʃaˈho (VALENZUELA; OLIVEIRA;; 2012)	- - - - - - k a ʃ a h - o
2643	Sharanawa	back (body-part prefix)		k a + t ɨ + ʂ a o	ka-tɨ-ʂao				178		§175	Shar ka-tɨ-ʂao ‘columna vertebral’	k a + t ɨ + ʂ a - - - - o
2644	Katukina	back (body-part prefix)		k a + ʃ u	ka-ʃu				178		§175	Kat ka-ʃu	k a + - - - ʃ u - - - - -
2645	Amawaka	back (body-part prefix)		k á/a + t ɨ + x á/a o	ká-tɨ-xáo				178		§175	A ká-tɨ-xáo ‘vertebra’	k á/a + t ɨ + x á/a - - - - o
2646	Kaxinawa	back (body-part prefix)		k a + ʂ a ʂ u	ka-ʂaʂu				178		§175	Kn ka-ʂaʂu, katɨ ‘espalda’ (MONTAG;; 1981)	k a + - - - ʂ a ʂ - - - u
2648	Marinawa	back (body-part prefix)		k á/a + ʂ á/a ʂ ó/o	ká-ʂáʂó				178		§175	M ká-ʂáʂó	k á/a + - - - ʂ á/a ʂ - - - ó/o
2650	Matis	back (body-part prefix)		ʂ u k u	ʂuku				178		§175	Mt ka-ʂuku ‘costas’, ʂuku ‘músculos’	- - - - - - - - ʂ u k - u
2651	Mayoruna	back (body-part prefix)		k a ʂ u	kaˈʂu				178		§175	My ka-ʂu [kaˈʂu] ‘músculos de la espalda inferior’	- - - - - - k a ʂ - - - u
#
1900	Proto-Panoan	back part		tʃ i p o	tʃipo			Oliveira2014	130		§127	*tʃipo ‘parte posterior’ :	- - - - - - - - tʃ i p o - - -
1901	Kakataibo	back part		tʃ i p ṍ/õ m i	tʃipṍmi				130		§127	Ksh tʃipṍmi ‘águas abajo’	- - - - - - - - tʃ i p ṍ/õ - m i
1902	ShipiboKonibo	back part		tʃ i p ṍ/õ k i	tʃipṍki			Loriot1993	130		§127	SK tʃipṍki ‘águas abajo;; **hacia el extremo grande;; en las partes traseras’ (LORIOT; LAURIAULT; DAY;; 1993)	- - - - - - - - tʃ i p ṍ/õ - k i
1903	Kapanawa	back part		tʃ i p ó/o n k i	tʃipónki				130		§127	Kp tʃipónki	- - - - - - - - tʃ i p ó/o n k i
1904	Marubo	back part		tʃ i p o	tʃipo			Cesarino2008	130		§127	Mar tʃipo ‘depois’ (CESARINO;; 2008)	- - - - - - - - tʃ i p o - - -
1905	Chakobo	back part		tʃ í/i p o	tʃípo			Zingg1998	130		§127	Ch tʃípo ‘el lado más ancho de una cosa’ (ZINGG;; 1998), anitʃípo ‘águas abajo’	- - - - - - - - tʃ í/i p o - - -
1906	Chakobo	back part		a n i tʃ í/i p o	anitʃípo				130		§127	Ch tʃípo ‘el lado más ancho de una cosa’ (ZINGG;; 1998), anitʃípo ‘águas abajo’	- - - - - a n i tʃ í/i p o - - -
1907	Sharanawa	back part		tʃ i p o	tʃipo				130		§127	Shar tʃipo ‘después’	- - - - - - - - tʃ i p o - - -
1908	Katukina	back part		tʃ i p u	tʃipu				130		§127	Kat tʃipu ‘depois’	- - - - - - - - tʃ i p u - - -
1909	Amawaka	back part		tʃ í/i p o	tʃípo			Zingg1998	130		§127	A tʃípo ‘depués’ (ZINGG;; 1980), taʔɨ tʃipõ ‘talón del pie’, tʃipo ‘más tarde;;  detrás’	- - - - - - - - tʃ í/i p o - - -
1910	Amawaka	back part		t a ʔ ɨ + tʃ i p õ	taʔɨ_tʃipõ				130		§127	A tʃípo ‘depués’ (ZINGG;; 1980), taʔɨ tʃipõ ‘talón del pie’, tʃipo ‘más tarde;;  detrás’	t a ʔ ɨ + - - - tʃ i p õ - - -
1911	Amawaka	back part		tʃ i p o	tʃipo				130		§127	A tʃípo ‘depués’ (ZINGG;; 1980), taʔɨ tʃipõ ‘talón del pie’, tʃipo ‘más tarde;;  detrás’	- - - - - - - - tʃ i p o - - -
1912	Kaxinawa	back part		tʃ i p u	tʃipu				130		§127	Kn tʃipu ‘más tarde’, ‘luego;;  en seguida’ (MONTAG;; 1981)	- - - - - - - - tʃ i p u - - -
1913	Marinawa	back part		tʃ i p o	tʃipo				130		§127	M tʃipo ‘más tarde’	- - - - - - - - tʃ i p o - - -
1914	Matis	back part		tʃ i tʃ i n	tʃitʃin				130	1	§127	Mt **tʃitʃin ‘depois’	- - - - - - tʃ i tʃ i n - - - -
#
4794	Proto-Panoan	bad smell, stench		p i s i	pisi			Oliveira2014	335		§332	*pisi ‘fedido;;  fedor’ :	p i s - - - - i - - -
4795	Kakataibo	bad smell, stench		p i s i	pisi				335		§332	Ksh pisi	p i s - - - - i - - -
4796	ShipiboKonibo	bad smell, stench		p i s i	pisi				335		§332	SK pisi	p i s - - - - i - - -
4797	Kapanawa	bad smell, stench		p i s i	pisi			Loos1998	335		§332	Kp pisi ‘hediondo;;  podrido’ (LOOS; LOOS;; 1998)	p i s - - - - i - - -
4798	Marubo	bad smell, stench		p i s i a	ˈpisia			Anonby2010	335		§332	Mar ˈpisia (ANONBY; HOLBROOK;; 2010)	p i s - - i - a - - -
4799	Chakobo	bad smell, stench		p i s i	pisi				335		§332	Ch pisi	p i s - - - - i - - -
4800	Sharanawa	bad smell, stench		p i s i	pisi				335		§332	Shar pisi, pisia ‘heder;;  apestar’	p i s - - - - i - - -
4801	Sharanawa	bad smell, stench		p i s i a	pisia				335		§332	Shar pisi, pisia ‘heder;;  apestar’	p i s - - i - a - - -
4802	Katukina	bad smell, stench		p i s i + a i	pisi-ai				335		§332	Kat pisi-ai ‘feder’	p i s - - - - i + a i
4803	Amawaka	bad smell, stench		p i s í/i	pisí_I				335		§332	A pisí I	p i s - - - - í/i - - -
4804	Kaxinawa	bad smell, stench		p i s i	pisi				335		§332	Kn pisi	p i s - - - - i - - -
4805	Marinawa	bad smell, stench		p i s i	pisi				335		§332	M pisi	p i s - - - - i - - -
4806	Korubo	bad smell, stench		p i s a β a l e	pisaβale				335		§332	Ko pisaβale ‘cheiro;;  fedor’	p i s a β a l e - - -
4807	Matis	bad smell, stench		p i s i	pisi				335		§332	Mt pisi ‘coisa podre;;  fedor’	p i s - - - - i - - -
4808	Mayoruna	bad smell, stench		p i s i	pisi				335		§332	My pisi ‘mal olor;;  algo apestoso’	p i s - - - - i - - -
#
6483	Proto-Panoan	bamboo used for making arrows		t a w a	tawa			Oliveira2014	454		§451	*tawa ‘taboca utilizada para fazer flechas’ :	- - - - t a w a -
6484	Kakataibo	bamboo used for making arrows		t ɔ ɔ	tɔɔ				454		§451	Ksh tɔɔ, **to ‘caña brava’ (SHELL;; 1987)	- - - - t ɔ - ɔ -
6485	Kakataibo	bamboo used for making arrows		t o	to			Shell1987	454	1	§451	Ksh tɔɔ, **to ‘caña brava’ (SHELL;; 1987)	- - - - t o - - -
6486	ShipiboKonibo	bamboo used for making arrows		t a w a	tawa				454		§451	SK tawa	- - - - t a w a -
6487	Kapanawa	bamboo used for making arrows		t a w a	tawa				454		§451	Kp tawa	- - - - t a w a -
6489	Chakobo	bamboo used for making arrows		t a w a	tawa				454		§451	Ch tawa ‘mango de flecha’	- - - - t a w a -
6490	Sharanawa	bamboo used for making arrows		t a w a	tawa				454		§451	Shar tawa, tawan ‘caña de azúcar’	- - - - t a w a -
6491	Sharanawa	bamboo used for making arrows		t a w a n	tawan				454		§451	Shar tawa, tawan ‘caña de azúcar’	- - - - t a w a n
6492	Amawaka	bamboo used for making arrows		t á/a á/a	táá_I				454		§451	A táá I	- - - - t á/a - á/a -
6493	Kaxinawa	bamboo used for making arrows		t a w a	tawa				454		§451	Kn tawa	- - - - t a w a -
6494	Marinawa	bamboo used for making arrows		ɸ a k á/a t á/a w a	ɸakátáwa				454		§451	M ɸakátáwa ‘clase de caña o bambú’	ɸ a k á/a t á/a w a -
6495	Korubo	bamboo used for making arrows		t a w a	tawa				454		§451	Ko tawa ‘flecha;;  taboca usada para fazer flecha’	- - - - t a w a -
6496	Matis	bamboo used for making arrows		t a w a	tawa				454		§451	Mt tawa ‘taboca;;  flecha’	- - - - t a w a -
6497	Mayoruna	bamboo used for making arrows		t a u a	taua				454		§451	My taua ‘tipo de caña usada para hacer flechas (palabra antigua). C.L. caña brava. Lat. Gyneryum sagittatum (Fam. Graminae)’	- - - - t a u a -
#
3200	Proto-Panoan	banana		m a n|r/n i	ma[n]i			Oliveira2014	220		§216	*ma[n]i ‘banana’ :	m a n|r/n i - - - - - - - -
3201	ShipiboKonibo	banana		m a n i	mani				220		§216	SK mani ‘bujao (planta parecida a la de plátano)’, mani pĩi ‘hoja de plátano’	m a n i - - - - - - - -
3202	ShipiboKonibo	banana		m a n i + p ĩ i	mani_pĩi				220		§216	SK mani ‘bujao (planta parecida a la de plátano)’, mani pĩi ‘hoja de plátano’	m a n i - - - - + p ĩ i
3203	Kapanawa	banana		m a n i	mani				220		§216	Kp mani	m a n i - - - - - - - -
3204	Marubo	banana		m a n i	mani			Cesarino2008	220		§216	Mar mani ‘bananeira;;  folha’ (CESARINO;; 2008), mani ‘banana’ (MELATTI;; 1975[2005])	m a n i - - - - - - - -
3205	Marubo	banana		m a n i	mani			Melatti2005	220		§216	Mar mani ‘bananeira;;  folha’ (CESARINO;; 2008), mani ‘banana’ (MELATTI;; 1975[2005])	m a n i - - - - - - - -
3206	Chakobo	banana		m a n i	mani				220		§216	Ch mani ‘hoja de plátano’	m a n i - - - - - - - -
3207	Yaminawa	banana		m a n i	mani				220		§216	Yam mani ‘plátano’	m a n i - - - - - - - -
3208	Chaninawa	banana		m a n i a	mania				220		§216	Chan mania	m a n i - - a - - - - -
3209	Sharanawa	banana		m a n i	mani				220		§216	Shar mani, manin ‘hoja grande de plátano’, manian, manianɨn ‘plátano (nombre genérico)’	m a n i - - - - - - - -
3210	Sharanawa	banana		m a n i n	manin				220		§216	Shar mani, manin ‘hoja grande de plátano’, manian, manianɨn ‘plátano (nombre genérico)’	m a n i - - - n - - - -
3211	Sharanawa	banana		m a n i a n	manian				220		§216	Shar mani, manin ‘hoja grande de plátano’, manian, manianɨn ‘plátano (nombre genérico)’	m a n i a - - n - - - -
3212	Sharanawa	banana		m a n i a n ɨ n	manianɨn				220		§216	Shar mani, manin ‘hoja grande de plátano’, manian, manianɨn ‘plátano (nombre genérico)’	m a n i a n ɨ n - - - -
3213	Katukina	banana		m a n i	mani				220		§216	Kat mani	m a n i - - - - - - - -
3214	Poyanawa	banana		m ã d ĩ	mãdĩ				220		§216	Poy mãdĩ ‘folha’	m ã d ĩ - - - - - - - -
3215	Amawaka	banana		m a n ĩ ʔ á/a	manĩʔá_I				220		§216	A manĩʔá I	m a n ĩ - ʔ á/a - - - - -
3216	Kaxinawa	banana		m a n i	mani				220		§216	Kn mani	m a n i - - - - - - - -
3217	Marinawa	banana		m ã́/ã n ĩ ã	mã́nĩã				220		§216	M mã́nĩã	m ã́/ã n ĩ - - ã - - - - -
3218	Yawanawa	banana		m a n ĩ a	manĩa			Souza2013	220		§216	Yaw manĩa ‘banana’ (SOUZA;; 2013)	m a n ĩ - - a - - - - -
3219	Mayoruna	banana		m a n i	maˈni				220		§216	My mani [maˈni] ‘plátano’	m a n i - - - - - - - -
4685	Katukina	banana		p ɨ i	pɨi				328		§325	Kat pɨi ‘folha’	p ɨ - i - - -
4690	Yawanawa	banana		p ɨ + i	pɨ.ˈi				328		§325	Yaw pɨi [pɨ.ˈi] ‘folha’	p ɨ - - - + i
5555	Matis	banana		s i n k u i n	sinkuin				388	1	§385	Mt **sinkuin ‘banana’	s i n k u i n
#
5691	Proto-Panoan	bark of tree, skin		ʂ a k a t|ɽ/t	ʂakaCc			Oliveira2014	398		§395	*ʂakaCc ‘casca de árvore;;  pele’ :	- - - ʂ a k a t|ɽ/t -
5692	Kakataibo	bark of tree, skin		ʂ a k á/a	ʂaká				398		§395	Ksh ʂaká	- - - ʂ a k á/a - -
5693	ShipiboKonibo	bark of tree, skin		ʂ a k á/a	ʂaká				398		§395	SK ʂaká	- - - ʂ a k á/a - -
5694	Kapanawa	bark of tree, skin		ʂ a k a	ʂaka				398		§395	Kp ʂaka	- - - ʂ a k a - -
5695	Marubo	bark of tree, skin		i w i ʃ a k a	ˈiwiʃaka			Anonby2010	398		§395	Mar ˈiwiʃaka ‘casca de árvore’ (ANONBY; HOLBROOK;; 2010), ʃaka ‘couro;;  carcaça’ (CESARINO;; 2008)	i w i ʃ a k a - -
5696	Marubo	bark of tree, skin		ʃ a k a	ʃaka			Cesarino2008	398		§395	Mar ˈiwiʃaka ‘casca de árvore’ (ANONBY; HOLBROOK;; 2010), ʃaka ‘couro;;  carcaça’ (CESARINO;; 2008)	- - - ʃ a k a - -
5697	Chakobo	bark of tree, skin		ʂ a k á/a t a	ʂakáta				398		§395	Ch ʂakáta ‘piel;; corteza;; cáscara’	- - - ʂ a k á/a t a
5698	Sharanawa	bark of tree, skin		ʂ a k a	ʂaka				398		§395	Shar ʂaka, ʂakan ‘cáscara’	- - - ʂ a k a - -
5699	Sharanawa	bark of tree, skin		ʂ a k a n	ʂakan				398		§395	Shar ʂaka, ʂakan ‘cáscara’	- - - ʂ a k a n -
5700	Shanenawa	bark of tree, skin		ʂ a k a	ʂaka				398		§395	Shan ʂaka ‘casca’	- - - ʂ a k a - -
5701	Katukina	bark of tree, skin		ʂ a k a	ʂaka				398		§395	Kat ʂaka ‘vazio’	- - - ʂ a k a - -
5702	Poyanawa	bark of tree, skin		h a k a	haka				398		§395	Poy haka ‘casca’	- - - h a k a - -
5703	Amawaka	bark of tree, skin		x a k a a	xakaa_I				398		§395	A xakaa I ‘piel;; corteza;; cáscara’	- - - x a k a - a
5704	Kaxinawa	bark of tree, skin		ʂ a k a	ʂaka				398		§395	Kn ʂaka	- - - ʂ a k a - -
6130	Marinawa	bark of tree, skin		ʂ ó/o k á/a	ʂóká				428		§425	M ʂóká ‘cáscara’	- - - ʂ ó/o k á/a - - - -
#
2617	Proto-Panoan	bat		k a ʃ i	kaʃi			Oliveira2014	177		§174	*kaʃi ‘morcego’ :	k a - - ʃ - - i -
